id,department,priority,status,staff_id,created_at,resolved_at,complexity
17728,CARD,Medium,Resolved,102,2026-02-27 06:31:19.204340,2026-02-27 21:24:19.663892,9
17729,OPD,Medium,Resolved,59,2025-06-16 11:42:19.204340,2025-06-17 01:46:22.933293,2
17730,OPD,Low,Resolved,60,2025-12-02 02:24:19.204340,2025-12-02 21:26:50.714019,8
17731,RAD,High,Resolved,77,2025-12-18 05:51:19.204340,2025-12-18 11:59:54.556708,5
17732,SURG,Low,Resolved,41,2025-04-12 06:22:19.204340,2025-04-13 19:29:31.710292,2
17733,SURG,Low,Resolved,37,2025-10-31 07:19:19.204340,2025-11-01 13:16:37.471488,4
17734,ER,High,Resolved,7,2026-01-10 07:54:19.204340,2026-01-10 15:23:05.491921,9
17735,OPD,Low,Resolved,54,2025-05-27 06:04:19.204340,2025-05-28 18:49:53.953208,6
17736,SURG,Medium,Resolved,37,2026-01-23 00:17:19.204340,2026-01-23 20:50:37.480381,2
17737,CARD,High,Resolved,95,2026-01-12 05:25:19.204340,2026-01-12 07:55:05.550277,10
17738,ER,Medium,Resolved,10,2025-03-20 08:20:19.204340,2025-03-20 20:25:59.682485,8
17739,RAD,High,Resolved,90,2025-04-02 07:06:19.204340,2025-04-02 11:23:35.240739,10
17740,ICU,Medium,Resolved,22,2025-03-26 22:38:19.204340,2025-03-27 05:13:04.067378,6
17741,PEDS,Medium,Resolved,74,2025-11-02 01:09:19.204340,2025-11-02 20:23:42.177671,7
17742,ICU,Medium,Resolved,22,2026-02-22 08:49:19.204340,2026-02-23 03:18:36.406895,6
17743,SURG,Medium,Resolved,38,2025-10-29 06:54:19.204340,2025-10-29 14:15:03.271740,3
17744,OPD,Medium,Resolved,53,2025-05-16 01:32:19.204340,2025-05-16 08:27:20.322821,10
17745,ICU,Low,Resolved,21,2025-04-19 09:08:19.204340,2025-04-20 09:51:03.403984,5
17746,PEDS,Low,Resolved,67,2025-10-27 00:02:19.204340,2025-10-28 18:57:24.992302,6
17747,OPD,Medium,Resolved,49,2025-05-04 07:30:19.204340,2025-05-04 17:50:53.493782,2
17748,PEDS,High,Resolved,70,2025-10-26 05:30:19.204340,2025-10-26 06:02:28.137047,10
17749,CARD,Medium,Resolved,102,2025-11-05 21:47:19.204340,2025-11-06 06:24:43.771843,8
17750,SURG,Medium,Resolved,42,2025-08-24 20:02:19.204340,2025-08-25 11:05:28.410317,7
17751,RAD,Medium,Resolved,81,2026-01-22 07:27:19.204340,2026-01-22 16:13:15.293896,6
17752,PEDS,Low,Resolved,68,2025-07-31 05:52:19.204340,2025-08-01 14:17:55.706991,3
17753,ER,Medium,Resolved,1,2025-08-28 11:10:19.204340,2025-08-28 23:26:29.367201,9
17754,ICU,Medium,Resolved,24,2025-03-18 06:20:19.204340,2025-03-18 13:55:15.695631,6
17755,SURG,Medium,Resolved,32,2025-10-20 08:08:19.204340,2025-10-20 21:15:34.041030,1
17756,PEDS,Low,Resolved,69,2025-06-05 11:33:19.204340,2025-06-06 11:38:01.258764,8
17757,PEDS,High,Resolved,70,2025-07-30 22:23:19.204340,2025-07-31 09:17:35.097932,7
17758,OPD,Low,Resolved,60,2025-04-19 00:44:19.204340,2025-04-19 19:13:06.041503,9
17759,OPD,Medium,Resolved,57,2025-12-25 08:24:19.204340,2025-12-25 22:35:33.534525,10
17760,PEDS,Medium,Resolved,70,2026-01-04 03:36:19.204340,2026-01-04 15:44:11.773241,8
17761,ICU,Medium,Resolved,28,2025-10-26 07:15:19.204340,2025-10-26 13:58:50.583239,2
17762,SURG,Low,Resolved,32,2025-07-09 06:22:19.204340,2025-07-13 00:30:34.504993,8
17763,ICU,Medium,Resolved,20,2025-12-13 09:29:19.204340,2025-12-13 15:32:56.215264,1
17764,SURG,Low,Resolved,39,2025-04-25 23:41:19.204340,2025-04-27 13:34:12.073764,1
17765,PEDS,Medium,Resolved,72,2025-05-24 05:19:19.204340,2025-05-24 21:31:27.059033,6
17766,CARD,High,Resolved,92,2025-06-29 19:18:19.204340,2025-06-30 00:14:06.501761,3
17767,SURG,High,Resolved,36,2026-01-25 21:58:19.204340,2026-01-26 00:02:38.686356,4
17768,CARD,Low,Resolved,94,2026-02-13 04:43:19.204340,2026-02-15 04:50:22.255519,8
17769,RAD,Medium,Resolved,87,2025-07-18 01:31:19.204340,2025-07-18 06:30:13.271006,5
17770,ER,Medium,Resolved,3,2025-04-08 09:22:19.204340,2025-04-08 14:49:27.426798,1
17771,PEDS,Medium,Resolved,75,2026-02-13 09:49:19.204340,2026-02-13 15:15:13.655413,3
17772,RAD,Medium,Resolved,88,2025-11-17 03:45:19.204340,2025-11-17 19:11:09.131358,1
17773,CARD,Medium,Resolved,93,2025-09-24 03:55:19.204340,2025-09-24 16:58:38.437502,2
17774,PEDS,Medium,Resolved,75,2025-03-22 01:10:19.204340,2025-03-22 12:06:44.219658,2
17775,ER,Medium,Resolved,8,2025-11-25 01:57:19.204340,2025-11-25 22:44:16.865072,5
17776,PEDS,Low,Resolved,71,2025-05-02 12:45:19.204340,2025-05-03 22:25:50.873467,1
17777,ER,Low,Resolved,15,2025-09-02 06:05:19.204340,2025-09-04 06:23:45.429734,6
17778,PEDS,High,Resolved,61,2026-02-04 03:06:19.204340,2026-02-04 12:40:18.459219,3
17779,PEDS,Low,Resolved,71,2025-06-04 03:22:19.204340,2025-06-05 05:03:13.634080,7
17780,CARD,Medium,Resolved,91,2025-10-01 22:38:19.204340,2025-10-02 17:15:32.737312,4
17781,ICU,High,Resolved,26,2025-07-18 04:32:19.204340,2025-07-18 10:32:12.909001,9
17782,PEDS,High,Resolved,62,2025-10-30 01:58:19.204340,2025-10-30 04:23:53.953539,5
17783,OPD,Medium,Resolved,55,2025-05-07 03:23:19.204340,2025-05-07 18:50:02.057736,5
17784,ICU,Medium,Resolved,19,2025-04-18 12:40:19.204340,2025-04-19 08:28:56.942288,5
17785,OPD,Low,Resolved,51,2025-06-21 07:46:19.204340,2025-06-21 22:07:49.134310,9
17786,ICU,Medium,Resolved,18,2025-06-24 23:26:19.204340,2025-06-25 04:11:12.266351,8
17787,OPD,Medium,Resolved,50,2025-09-16 05:10:19.204340,2025-09-16 12:09:12.219965,9
17788,ER,Medium,Resolved,8,2025-10-06 12:34:19.204340,2025-10-07 01:03:06.036614,6
17789,ICU,High,Resolved,26,2026-01-16 03:55:19.204340,2026-01-16 10:25:10.815704,3
17790,RAD,Medium,Resolved,88,2025-05-17 00:04:19.204340,2025-05-17 05:42:32.456227,9
17791,ER,Medium,Resolved,3,2025-03-05 13:10:19.204340,2025-03-06 00:59:19.765827,2
17792,RAD,Low,Resolved,80,2025-04-30 00:13:19.204340,2025-05-01 22:22:44.430880,4
17793,RAD,Medium,Resolved,89,2025-11-01 22:58:19.204340,2025-11-02 00:38:57.379076,2
17794,PEDS,Medium,Resolved,69,2025-10-30 11:07:19.204340,2025-10-31 02:17:07.550254,6
17795,SURG,Low,Resolved,34,2025-08-30 06:26:19.204340,2025-09-01 04:08:20.948715,6
17796,RAD,Medium,Resolved,88,2025-05-19 21:18:19.204340,2025-05-20 10:47:19.753649,5
17797,OPD,High,Resolved,57,2025-11-21 03:52:19.204340,2025-11-21 04:33:22.545175,5
17798,RAD,Medium,Resolved,88,2026-02-12 19:25:19.204340,2026-02-13 02:11:36.296976,1
17799,SURG,Low,Resolved,36,2025-07-30 14:53:19.204340,2025-08-01 08:26:04.040686,8
17800,ER,Medium,Resolved,5,2026-02-25 00:06:19.204340,2026-02-25 11:01:16.018616,5
17801,SURG,Medium,Resolved,34,2025-12-10 23:24:19.204340,2025-12-12 06:08:09.171800,1
17802,ICU,Medium,Resolved,21,2025-03-05 06:46:19.204340,2025-03-05 15:49:34.084662,1
17803,CARD,High,Resolved,95,2026-02-19 00:46:19.204340,2026-02-19 04:18:49.398061,3
17804,SURG,Low,Resolved,37,2025-04-18 00:50:19.204340,2025-04-19 19:49:17.872958,8
17805,ER,Medium,Resolved,3,2026-02-13 03:24:19.204340,2026-02-13 08:19:15.777336,1
17806,ER,Low,Resolved,11,2025-08-09 23:29:19.204340,2025-08-12 11:17:40.492312,9
17807,CARD,High,Resolved,95,2025-11-25 08:52:19.204340,2025-11-25 09:55:02.473447,8
17808,RAD,Low,Resolved,82,2025-06-24 02:28:19.204340,2025-06-26 12:19:22.966717,5
17809,OPD,Low,Resolved,48,2025-07-02 03:07:19.204340,2025-07-04 07:55:52.875225,9
17810,ER,Low,Resolved,13,2025-07-28 00:20:19.204340,2025-07-29 15:20:12.729129,4
17811,RAD,Medium,Resolved,77,2025-05-01 04:40:19.204340,2025-05-01 17:17:22.126714,9
17812,PEDS,Low,Resolved,64,2025-03-18 01:24:19.204340,2025-03-18 10:25:56.543522,3
17813,OPD,Low,Resolved,54,2025-12-28 22:14:19.204340,2025-12-30 07:24:32.220708,1
17814,OPD,High,Resolved,51,2025-07-10 06:46:19.204340,2025-07-10 16:35:58.105606,8
17815,SURG,Medium,Resolved,40,2025-10-03 06:02:19.204340,2025-10-03 12:49:25.522576,7
17816,PEDS,Medium,Resolved,61,2025-06-13 07:20:19.204340,2025-06-13 19:55:06.201914,3
17817,ER,Medium,Resolved,15,2025-06-17 02:24:19.204340,2025-06-17 19:48:39.109877,4
17818,PEDS,Medium,Resolved,63,2026-02-05 04:38:19.204340,2026-02-05 14:07:47.025565,2
17819,OPD,Medium,Resolved,53,2025-06-05 01:16:19.204340,2025-06-05 08:11:54.467176,10
17820,SURG,Medium,Resolved,42,2025-05-13 09:50:19.204340,2025-05-13 22:57:28.579828,1
17821,ER,Low,Resolved,3,2025-11-14 00:30:19.204340,2025-11-14 21:24:03.813921,3
17822,RAD,Medium,Resolved,78,2025-09-10 03:36:19.204340,2025-09-11 07:06:50.874366,6
17823,ICU,Medium,Resolved,18,2025-11-12 06:23:19.204340,2025-11-12 13:03:16.944032,8
17824,ICU,Low,Resolved,21,2026-01-11 01:03:19.204340,2026-01-13 15:25:38.018385,2
17825,ER,Medium,Resolved,6,2025-08-08 06:11:19.204340,2025-08-09 01:13:47.063019,8
17826,PEDS,High,Resolved,69,2025-11-01 23:52:19.204340,2025-11-02 02:26:21.902152,4
17827,OPD,Medium,Resolved,47,2025-08-25 01:04:19.204340,2025-08-25 13:28:32.787761,9
17828,OPD,Medium,Resolved,51,2025-03-10 06:47:19.204340,2025-03-10 12:45:00.870803,7
17829,CARD,Medium,Resolved,94,2025-05-25 04:52:19.204340,2025-05-25 20:15:04.491299,8
17830,SURG,High,Resolved,37,2026-02-08 02:23:19.204340,2026-02-08 05:19:05.026028,4
17831,OPD,Low,Resolved,58,2025-10-03 12:22:19.204340,2025-10-04 04:07:26.400540,10
17832,OPD,Medium,Resolved,52,2025-03-25 04:26:19.204340,2025-03-25 14:40:46.485411,5
17833,ICU,Low,Resolved,26,2026-01-19 04:34:19.204340,2026-01-20 06:36:42.783033,10
17834,CARD,Medium,Resolved,96,2025-06-16 07:12:19.204340,2025-06-16 15:51:54.392800,10
17835,CARD,Medium,Resolved,94,2026-02-09 08:43:19.204340,2026-02-10 08:06:08.023021,4
17836,SURG,High,Resolved,34,2025-07-26 04:07:19.204340,2025-07-26 06:14:26.645481,5
17837,OPD,Medium,Resolved,46,2026-01-13 07:33:19.204340,2026-01-13 20:08:01.593661,3
17838,OPD,Low,Resolved,47,2025-08-30 02:13:19.204340,2025-08-31 06:37:04.952740,7
17839,PEDS,Medium,Resolved,68,2025-06-08 06:49:19.204340,2025-06-08 10:51:17.102407,10
17840,ICU,Low,Resolved,26,2026-01-15 23:51:19.204340,2026-01-18 17:09:39.336954,5
17841,SURG,High,Resolved,40,2025-12-16 01:36:19.204340,2025-12-16 06:34:35.429814,7
17842,ER,Medium,Resolved,7,2025-05-28 18:13:19.204340,2025-05-29 02:43:41.677945,6
17843,ICU,Low,Resolved,29,2025-11-25 02:37:19.204340,2025-11-26 20:40:07.564775,3
17844,OPD,Low,Resolved,51,2025-05-10 00:20:19.204340,2025-05-11 15:28:45.067668,10
17845,CARD,Medium,Resolved,105,2025-06-11 23:46:19.204340,2025-06-13 00:41:42.328833,7
17846,ICU,Low,Resolved,27,2025-04-01 04:01:19.204340,2025-04-02 14:31:28.834104,5
17847,SURG,Low,Resolved,43,2025-04-10 05:35:19.204340,2025-04-12 06:28:55.367055,8
17848,SURG,High,Resolved,45,2026-02-04 01:04:19.204340,2026-02-04 03:05:57.626262,7
17849,OPD,Medium,Resolved,59,2025-08-07 04:17:19.204340,2025-08-07 13:48:43.307737,1
17850,RAD,Medium,Resolved,80,2025-03-20 04:44:19.204340,2025-03-20 12:23:32.456327,10
17851,SURG,Low,Resolved,41,2025-11-09 10:23:19.204340,2025-11-10 09:48:05.807556,6
17852,SURG,Medium,Resolved,39,2025-03-17 05:02:19.204340,2025-03-17 10:02:54.419054,3
17853,RAD,Low,Resolved,84,2025-09-07 03:42:19.204340,2025-09-09 04:49:06.392851,9
17854,ICU,Low,Resolved,29,2025-09-29 07:29:19.204340,2025-09-30 21:29:02.273075,9
17855,OPD,High,Resolved,55,2025-09-18 17:30:19.204340,2025-09-18 20:05:35.780111,1
17856,PEDS,Low,Resolved,70,2025-06-25 09:24:19.204340,2025-06-26 13:58:32.185400,1
17857,RAD,Medium,Resolved,90,2025-05-07 22:56:19.204340,2025-05-08 13:07:16.099901,5
17858,OPD,Low,Resolved,50,2025-11-19 23:52:19.204340,2025-11-20 20:34:12.822070,7
17859,PEDS,Low,Resolved,64,2025-03-21 22:27:19.204340,2025-03-22 20:05:00.322075,4
17860,SURG,Low,Resolved,35,2025-08-07 04:01:19.204340,2025-08-08 22:20:00.642766,4
17861,ICU,Medium,Resolved,28,2026-02-28 01:18:19.204340,2026-03-01 01:17:31.778191,5
17862,PEDS,Medium,Resolved,67,2026-02-03 08:15:19.204340,2026-02-04 04:11:55.533309,4
17863,ICU,Medium,Resolved,25,2025-11-25 06:47:19.204340,2025-11-25 14:03:57.345280,10
17864,RAD,Medium,Resolved,85,2025-12-16 23:35:19.204340,2025-12-17 16:28:51.009094,5
17865,RAD,High,Resolved,85,2025-08-22 05:18:19.204340,2025-08-22 08:37:23.888841,4
17866,PEDS,Medium,Resolved,61,2026-01-09 01:13:19.204340,2026-01-09 21:43:09.460478,3
17867,RAD,Low,Resolved,83,2025-05-23 05:04:19.204340,2025-05-24 12:04:36.132783,7
17868,OPD,High,Resolved,58,2025-04-30 12:16:19.204340,2025-04-30 13:01:15.608448,10
17869,OPD,Medium,Resolved,60,2025-05-14 02:14:19.204340,2025-05-14 21:02:32.789148,8
17870,RAD,Low,Resolved,79,2025-10-24 03:01:19.204340,2025-10-25 22:20:47.367948,6
17871,PEDS,Medium,Resolved,69,2026-01-15 02:05:19.204340,2026-01-15 15:49:13.325540,4
17872,ER,Low,Resolved,8,2026-01-26 09:21:19.204340,2026-01-27 14:33:33.883802,2
17873,PEDS,High,Resolved,70,2025-08-28 02:48:19.204340,2025-08-28 04:19:04.031964,2
17874,CARD,Low,Resolved,100,2025-08-13 00:42:19.204340,2025-08-14 22:44:14.168957,2
17875,CARD,Low,Resolved,95,2025-08-10 23:31:19.204340,2025-08-12 22:28:58.521451,5
17876,PEDS,Medium,Resolved,61,2025-06-07 01:58:19.204340,2025-06-07 13:25:43.185877,8
17877,SURG,High,Resolved,32,2025-10-11 01:19:19.204340,2025-10-11 02:45:52.802811,2
17878,RAD,Medium,Resolved,79,2025-11-09 03:14:19.204340,2025-11-10 13:27:14.659436,7
17879,ER,Low,Resolved,1,2025-11-11 02:58:19.204340,2025-11-12 19:03:49.661163,4
17880,SURG,Medium,Resolved,37,2025-07-12 07:10:19.204340,2025-07-12 16:37:19.009152,4
17881,CARD,High,Resolved,101,2025-05-26 05:35:19.204340,2025-05-26 11:35:06.278895,9
17882,OPD,Low,Resolved,58,2025-04-15 04:47:19.204340,2025-04-15 20:32:14.420247,1
17883,CARD,Medium,Resolved,103,2025-03-08 02:59:19.204340,2025-03-08 11:25:43.085491,2
17884,ER,Low,Resolved,15,2026-02-01 21:22:19.204340,2026-02-03 07:10:28.443979,1
17885,OPD,High,Resolved,53,2025-04-20 04:32:19.204340,2025-04-20 08:17:10.361821,6
17886,ER,High,Resolved,15,2025-08-04 01:19:19.204340,2025-08-04 04:43:53.012679,4
17887,ER,Medium,Resolved,1,2025-05-19 20:40:19.204340,2025-05-20 19:28:40.752376,5
17888,ICU,Medium,Resolved,30,2026-02-01 05:20:19.204340,2026-02-01 20:33:24.452660,9
17889,CARD,High,Resolved,98,2026-02-26 02:38:19.204340,2026-02-26 04:33:33.518872,9
17890,ER,Medium,Resolved,7,2025-04-22 02:37:19.204340,2025-04-22 12:23:39.426241,3
17891,RAD,Low,Resolved,79,2025-06-23 03:16:19.204340,2025-06-24 09:24:09.746180,2
17892,RAD,Medium,Resolved,80,2025-09-10 02:44:19.204340,2025-09-10 09:20:12.966790,3
17893,PEDS,High,Resolved,64,2025-03-11 11:24:19.204340,2025-03-11 16:59:00.441551,2
17894,ICU,Medium,Resolved,27,2025-11-12 06:28:19.204340,2025-11-12 20:06:11.617891,8
17895,OPD,Medium,Resolved,51,2025-05-01 05:51:19.204340,2025-05-01 18:31:15.737419,6
17896,CARD,Medium,Resolved,100,2025-11-06 03:14:19.204340,2025-11-06 14:43:50.156018,5
17897,OPD,Medium,Resolved,53,2025-06-01 03:19:19.204340,2025-06-02 07:02:05.036023,8
17898,SURG,Low,Resolved,40,2026-02-18 08:44:19.204340,2026-02-19 18:31:51.286027,7
17899,SURG,Medium,Resolved,32,2025-09-03 05:41:19.204340,2025-09-03 23:34:20.799540,10
17900,ER,High,Resolved,5,2025-12-01 01:51:19.204340,2025-12-01 07:06:49.562718,5
17901,CARD,High,Resolved,104,2025-10-07 10:19:19.204340,2025-10-07 12:15:57.812399,10
17902,OPD,Low,Resolved,59,2025-06-13 01:00:19.204340,2025-06-14 15:33:57.408036,6
17903,OPD,Medium,Resolved,56,2025-05-07 00:51:19.204340,2025-05-08 01:31:28.124718,9
17904,ICU,Medium,Resolved,27,2026-02-10 02:08:19.204340,2026-02-10 06:45:10.861920,9
17905,PEDS,Medium,Resolved,66,2025-05-07 01:40:19.204340,2025-05-07 07:58:02.899774,6
17906,SURG,High,Resolved,41,2025-11-03 04:36:19.204340,2025-11-03 07:23:57.952451,9
17907,RAD,Medium,Resolved,89,2025-10-25 16:16:19.204340,2025-10-25 21:14:49.586745,10
17908,RAD,Medium,Resolved,90,2026-02-12 12:10:19.204340,2026-02-13 00:28:37.398664,10
17909,ER,High,Resolved,1,2025-03-04 05:27:19.204340,2025-03-04 11:03:27.390099,7
17910,RAD,High,Resolved,78,2025-09-10 05:53:19.204340,2025-09-10 09:44:39.114599,9
17911,SURG,Medium,Resolved,36,2025-10-30 01:30:19.204340,2025-10-30 18:57:51.072403,1
17912,SURG,Medium,Resolved,37,2025-07-30 05:44:19.204340,2025-07-30 18:41:23.106666,6
17913,PEDS,Medium,Resolved,74,2025-08-29 06:17:19.204340,2025-08-29 22:11:51.080272,8
17914,OPD,Medium,Resolved,57,2025-03-15 13:26:19.204340,2025-03-16 02:30:29.475374,10
17915,PEDS,High,Resolved,72,2025-10-27 08:33:19.204340,2025-10-27 08:58:49.196870,8
17916,OPD,Medium,Resolved,58,2026-02-06 08:32:19.204340,2026-02-07 04:09:55.172423,7
17917,PEDS,Low,Resolved,63,2025-10-22 23:57:19.204340,2025-10-25 21:23:22.041559,1
17918,ER,Medium,Resolved,8,2025-12-14 04:44:19.204340,2025-12-14 17:52:31.717721,3
17919,ER,Low,Resolved,1,2025-03-11 07:41:19.204340,2025-03-13 06:57:40.371484,1
17920,ER,Medium,Resolved,3,2026-02-13 01:26:19.204340,2026-02-13 13:23:48.577876,5
17921,RAD,Medium,Resolved,89,2025-08-28 04:12:19.204340,2025-08-28 15:24:01.337768,9
17922,SURG,Medium,Resolved,45,2025-04-20 04:10:19.204340,2025-04-20 19:14:22.941708,5
17923,SURG,Medium,Resolved,32,2025-09-18 04:29:19.204340,2025-09-19 06:24:38.171497,1
17924,ER,Medium,Resolved,12,2025-08-17 05:39:19.204340,2025-08-17 17:10:49.854790,7
17925,PEDS,Medium,Resolved,61,2026-02-14 03:59:19.204340,2026-02-14 12:46:46.787628,6
17926,CARD,Medium,Resolved,103,2025-08-27 05:24:19.204340,2025-08-27 16:54:38.773840,6
17927,PEDS,Medium,Open,68,2026-03-03 00:56:19.204340,,2
17928,PEDS,Medium,Resolved,67,2025-11-20 07:56:19.204340,2025-11-20 13:09:21.129493,6
17929,SURG,Medium,Resolved,42,2026-01-04 23:27:19.204340,2026-01-06 06:15:18.916724,7
17930,ER,High,Resolved,1,2025-10-13 03:15:19.204340,2025-10-13 03:52:47.083901,1
17931,PEDS,Low,Resolved,72,2025-03-10 22:16:19.204340,2025-03-12 00:19:32.769934,3
17932,CARD,Low,Resolved,96,2025-11-21 19:12:19.204340,2025-11-22 13:38:10.868043,9
17933,PEDS,Low,Resolved,67,2025-10-08 19:31:19.204340,2025-10-09 18:24:40.781677,6
17934,OPD,Low,Resolved,51,2025-04-19 02:37:19.204340,2025-04-20 20:37:04.334588,4
17935,SURG,Medium,Resolved,38,2025-12-10 05:57:19.204340,2025-12-11 01:04:13.083526,8
17936,RAD,High,Resolved,80,2025-10-07 08:05:19.204340,2025-10-07 09:28:52.145862,6
17937,RAD,High,Resolved,82,2025-07-20 02:33:19.204340,2025-07-20 06:21:42.233669,3
17938,ICU,Low,Resolved,19,2025-06-30 04:29:19.204340,2025-07-02 03:27:33.323961,4
17939,CARD,Low,Resolved,98,2025-07-23 07:27:19.204340,2025-07-24 03:53:00.131125,8
17940,CARD,High,Resolved,104,2025-07-28 01:02:19.204340,2025-07-28 02:29:10.199324,6
17941,SURG,Low,Resolved,42,2025-06-28 22:01:19.204340,2025-06-30 14:35:22.131738,5
17942,ICU,Medium,Resolved,20,2025-10-08 02:58:19.204340,2025-10-08 08:44:39.272496,6
17943,ICU,Medium,Resolved,24,2026-01-18 22:49:19.204340,2026-01-19 13:37:59.239277,10
17944,CARD,Low,Resolved,96,2025-11-30 07:30:19.204340,2025-12-03 14:10:30.513590,3
17945,SURG,High,Resolved,39,2025-07-03 22:21:19.204340,2025-07-04 02:31:04.336957,7
17946,ER,Medium,Resolved,12,2025-05-10 01:29:19.204340,2025-05-10 14:08:25.694877,5
17947,CARD,Medium,Resolved,95,2025-10-22 03:50:19.204340,2025-10-22 14:51:22.289606,8
17948,SURG,Medium,Resolved,33,2025-05-13 05:06:19.204340,2025-05-13 10:10:40.744876,10
17949,ICU,High,Resolved,21,2025-12-23 00:10:19.204340,2025-12-23 03:20:16.547707,5
17950,SURG,Medium,Resolved,33,2025-07-05 07:55:19.204340,2025-07-05 19:02:24.551002,3
17951,ICU,Medium,Resolved,17,2025-06-05 03:11:19.204340,2025-06-05 10:04:46.234339,8
17952,CARD,Medium,Resolved,100,2025-05-30 19:29:19.204340,2025-05-31 01:41:09.509529,8
17953,CARD,High,Resolved,93,2025-10-12 05:55:19.204340,2025-10-12 11:40:57.199356,5
17954,SURG,Low,Resolved,40,2026-01-02 20:50:19.204340,2026-01-03 20:23:58.245281,8
17955,OPD,High,Resolved,54,2025-05-21 09:38:19.204340,2025-05-21 11:20:59.587775,9
17956,SURG,Medium,Resolved,34,2025-04-28 04:35:19.204340,2025-04-28 06:19:21.380390,1
17957,OPD,Medium,Resolved,60,2026-01-19 02:45:19.204340,2026-01-19 10:15:57.390612,10
17958,ER,Medium,Resolved,10,2025-09-29 01:54:19.204340,2025-09-29 18:58:24.359777,1
17959,ICU,Medium,Resolved,24,2025-06-06 04:51:19.204340,2025-06-06 21:54:39.459441,8
17960,ICU,Medium,Resolved,21,2026-02-17 03:41:19.204340,2026-02-17 14:15:19.723062,6
17961,OPD,Medium,Resolved,53,2025-07-29 03:12:19.204340,2025-07-29 11:03:21.531770,10
17962,ICU,Medium,Resolved,23,2025-03-04 06:58:19.204340,2025-03-05 06:16:02.319393,4
17963,ER,Medium,Resolved,11,2025-05-02 05:52:19.204340,2025-05-02 21:55:30.037720,4
17964,ER,Medium,Resolved,8,2025-04-11 02:39:19.204340,2025-04-11 14:11:12.481538,6
17965,ICU,Medium,Resolved,18,2025-06-26 01:29:19.204340,2025-06-26 09:21:08.177190,6
17966,SURG,Medium,Resolved,44,2025-04-21 08:10:19.204340,2025-04-21 16:06:36.905851,6
17967,CARD,Low,Resolved,94,2025-09-10 07:33:19.204340,2025-09-11 06:54:15.850087,1
17968,ICU,Medium,Resolved,18,2025-10-19 02:15:19.204340,2025-10-19 06:29:59.548076,10
17969,ER,Low,Resolved,7,2026-01-17 00:54:19.204340,2026-01-18 05:09:02.617268,7
17970,OPD,Medium,Resolved,52,2026-01-07 04:34:19.204340,2026-01-07 21:42:59.355269,7
17971,RAD,High,Resolved,80,2025-03-12 08:30:19.204340,2025-03-12 10:00:13.246938,10
17972,OPD,Medium,Resolved,55,2025-09-25 02:10:19.204340,2025-09-25 18:49:38.319052,9
17973,RAD,Low,Resolved,88,2025-11-28 04:33:19.204340,2025-11-29 01:55:17.780020,5
17974,ICU,Medium,Resolved,25,2026-01-09 02:33:19.204340,2026-01-09 12:27:22.261775,1
17975,RAD,Medium,Resolved,87,2025-05-10 02:19:19.204340,2025-05-10 10:58:30.204239,3
17976,PEDS,Medium,Resolved,61,2026-01-16 01:24:19.204340,2026-01-16 22:30:59.284927,2
17977,CARD,Medium,Resolved,100,2025-09-22 23:19:19.204340,2025-09-23 20:43:11.522011,2
17978,SURG,Medium,Resolved,39,2025-10-23 05:47:19.204340,2025-10-23 10:46:46.585302,10
17979,SURG,High,Resolved,33,2025-06-19 01:52:19.204340,2025-06-19 04:19:31.183820,4
17980,PEDS,Low,Resolved,70,2025-09-10 03:34:19.204340,2025-09-10 20:10:38.325602,5
17981,RAD,Low,Resolved,83,2025-05-11 10:48:19.204340,2025-05-14 07:04:11.067784,2
17982,ER,Medium,Resolved,1,2025-11-20 07:50:19.204340,2025-11-20 12:22:50.594379,7
17983,PEDS,High,Resolved,64,2025-04-20 05:44:19.204340,2025-04-20 12:31:40.948400,8
17984,ER,Low,Resolved,10,2026-02-02 22:45:19.204340,2026-02-04 23:19:12.375786,5
17985,ICU,Medium,Resolved,19,2026-02-22 03:54:19.204340,2026-02-22 14:21:45.655765,9
17986,SURG,Low,Resolved,43,2025-06-04 01:27:19.204340,2025-06-05 22:37:10.943482,3
17987,ER,Medium,Resolved,2,2025-07-02 23:45:19.204340,2025-07-03 09:07:54.898716,10
17988,SURG,High,Resolved,33,2025-07-25 00:40:19.204340,2025-07-25 03:29:48.348404,5
17989,ER,Medium,Resolved,4,2025-05-03 10:27:19.204340,2025-05-04 07:03:26.075737,9
17990,ICU,High,Resolved,25,2025-05-13 07:45:19.204340,2025-05-13 12:56:13.525891,10
17991,ER,Medium,Resolved,8,2025-09-17 04:09:19.204340,2025-09-17 13:25:15.302360,1
17992,ICU,High,Resolved,27,2025-12-01 08:49:19.204340,2025-12-01 15:11:10.066832,7
